customer_id,gender,senior_citizen,tenure,contract,payment_method,monthly_charges,total_charges,internet_service,tech_support,online_security,paperless_billing,churn
CF-11823,Female,1,63,One year,Bank transfer,85.14,4886.47,Fiber optic,Yes,No,Yes,0
CF-11824,Female,1,56,Month-to-month,Credit card,18.0,1017.02,No,No,No,No,1
CF-11825,Female,0,65,Month-to-month,Bank transfer,31.86,1955.47,DSL,Yes,No,No,0
CF-11826,Female,0,7,Month-to-month,Mailed check,32.26,215.83,No,No,No,Yes,1
CF-11827,Male,0,71,Two year,Electronic check,59.02,3971.4,DSL,Yes,Yes,Yes,0
CF-11828,Female,0,44,One year,Electronic check,24.9,1046.05,No,No,Yes,Yes,0
CF-11829,Female,0,71,Month-to-month,Bank transfer,61.77,4121.06,DSL,Yes,Yes,No,0
CF-11830,Female,0,25,One year,Electronic check,85.75,2154.11,Fiber optic,No,No,No,1
CF-11831,Male,1,69,Month-to-month,Bank transfer,48.75,3298.71,DSL,No,No,Yes,0
CF-11832,Male,1,42,Month-to-month,Credit card,51.71,2156.36,DSL,Yes,Yes,Yes,0
CF-11833,Male,1,5,Month-to-month,Mailed check,74.25,419.97,Fiber optic,No,Yes,Yes,1
CF-11834,Female,0,29,Two year,Electronic check,50.79,1444.43,DSL,No,No,Yes,0
CF-11835,Female,0,10,One year,Bank transfer,97.57,1001.36,Fiber optic,Yes,Yes,Yes,1
CF-11836,Male,0,68,One year,Electronic check,53.07,3728.3,DSL,Yes,No,No,0
CF-11837,Female,0,22,Month-to-month,Bank transfer,91.29,1980.72,Fiber optic,No,Yes,Yes,1
CF-11838,Female,0,16,Month-to-month,Mailed check,26.36,424.47,No,No,Yes,No,0
CF-11839,Female,0,40,One year,Mailed check,88.43,3506.22,Fiber optic,Yes,Yes,Yes,0
CF-11840,Female,0,31,Month-to-month,Mailed check,99.65,3095.8,Fiber optic,No,Yes,No,0
CF-11841,Male,0,7,Two year,Mailed check,68.87,460.3,DSL,Yes,Yes,Yes,0
CF-11842,Male,0,59,One year,Electronic check,69.11,3915.81,DSL,Yes,Yes,Yes,0
CF-11843,Male,0,61,Month-to-month,Electronic check,39.82,2407.2,DSL,No,Yes,Yes,0
CF-11844,Male,0,54,One year,Mailed check,49.73,2340.84,No,Yes,Yes,No,0
CF-11845,Female,0,45,Two year,Credit card,84.26,4094.14,Fiber optic,Yes,No,No,0
CF-11846,Male,0,29,Month-to-month,Electronic check,44.95,1459.52,DSL,No,Yes,Yes,1
CF-11847,Male,0,39,One year,Electronic check,65.57,2557.8,Fiber optic,Yes,Yes,Yes,0
CF-11848,Male,0,38,Two year,Electronic check,56.94,2228.48,DSL,Yes,Yes,No,0
CF-11849,Female,0,12,Month-to-month,Mailed check,37.25,471.52,DSL,No,No,Yes,1
CF-11850,Male,0,5,Two year,Electronic check,81.67,371.81,Fiber optic,No,No,No,0
CF-11851,Female,0,18,Month-to-month,Bank transfer,36.55,687.96,DSL,No,No,Yes,1
CF-11852,Female,0,33,One year,Electronic check,63.18,2010.74,DSL,No,No,No,0
CF-11853,Female,0,11,One year,Bank transfer,82.96,1028.86,Fiber optic,No,Yes,Yes,0
CF-11854,Female,0,7,One year,Electronic check,50.52,346.11,No,Yes,No,Yes,0
CF-11855,Male,1,62,Month-to-month,Mailed check,37.79,2447.22,DSL,No,Yes,No,0
CF-11856,Male,0,27,One year,Electronic check,98.94,2616.07,Fiber optic,Yes,No,Yes,0
CF-11857,Female,0,42,Month-to-month,Bank transfer,37.78,1780.03,DSL,Yes,Yes,No,0
CF-11858,Female,1,38,Month-to-month,Credit card,79.87,2911.41,Fiber optic,No,Yes,No,0
CF-11859,Male,0,53,Month-to-month,Electronic check,72.32,4062.57,Fiber optic,No,No,Yes,1
CF-11860,Male,0,54,One year,Credit card,42.97,2384.42,DSL,No,No,Yes,0
CF-11861,Female,0,21,Month-to-month,Electronic check,80.35,1711.41,Fiber optic,Yes,No,Yes,1
CF-11862,Female,1,61,Month-to-month,Mailed check,76.77,4700.49,Fiber optic,Yes,Yes,Yes,0
CF-11863,Male,0,27,Two year,Bank transfer,35.66,914.66,DSL,No,Yes,No,0
CF-11864,Male,0,60,Month-to-month,Electronic check,74.02,3707.68,Fiber optic,No,Yes,No,0
CF-11865,Male,0,29,Month-to-month,Mailed check,48.04,1469.04,DSL,No,Yes,Yes,0
CF-11866,Male,0,8,Month-to-month,Electronic check,64.47,495.47,DSL,Yes,No,No,1
CF-11867,Female,0,55,Month-to-month,Bank transfer,87.66,5111.43,Fiber optic,Yes,Yes,No,0
CF-11868,Male,0,2,One year,Mailed check,57.5,116.28,DSL,No,No,No,0
CF-11869,Female,0,56,Month-to-month,Credit card,64.7,3847.89,Fiber optic,No,Yes,Yes,0
CF-11870,Male,0,3,Month-to-month,Electronic check,50.1,156.03,DSL,Yes,No,Yes,1
CF-11871,Male,0,15,Two year,Credit card,91.4,1154.54,Fiber optic,Yes,No,Yes,0
CF-11872,Female,1,44,Two year,Electronic check,33.09,1495.12,No,Yes,No,No,0
CF-11873,Female,0,68,One year,Bank transfer,77.25,5092.15,Fiber optic,Yes,Yes,No,0
CF-11874,Female,0,29,Two year,Electronic check,55.41,1703.14,DSL,No,Yes,No,0
CF-11875,Female,0,8,Two year,Electronic check,80.22,658.11,Fiber optic,Yes,Yes,Yes,1
CF-11876,Female,0,17,Month-to-month,Electronic check,71.0,1238.6,Fiber optic,No,No,No,1
CF-11877,Male,0,65,One year,Bank transfer,51.38,3251.75,DSL,No,No,No,0
CF-11878,Female,0,53,One year,Electronic check,47.06,2332.67,DSL,No,Yes,Yes,0
CF-11879,Male,0,7,Month-to-month,Bank transfer,18.29,123.42,No,No,No,Yes,0
CF-11880,Female,0,28,Month-to-month,Credit card,79.99,1975.45,Fiber optic,Yes,No,Yes,0
CF-11881,Male,1,19,Month-to-month,Electronic check,75.37,1366.99,Fiber optic,Yes,No,No,0
CF-11882,Male,1,12,One year,Electronic check,81.44,881.65,Fiber optic,Yes,Yes,Yes,0
CF-11883,Female,0,61,One year,Electronic check,87.9,4845.74,Fiber optic,No,No,Yes,0
CF-11884,Male,0,45,One year,Electronic check,32.2,1444.64,No,Yes,Yes,Yes,0
CF-11885,Female,1,13,Month-to-month,Mailed check,38.63,513.26,No,Yes,Yes,No,1
CF-11886,Male,0,47,Month-to-month,Bank transfer,34.64,1608.69,No,Yes,No,No,0
CF-11887,Male,0,30,Month-to-month,Electronic check,79.49,2289.49,Fiber optic,Yes,No,No,1
CF-11888,Female,0,4,Month-to-month,Electronic check,63.16,235.75,Fiber optic,No,No,No,1
CF-11889,Male,0,32,Two year,Bank transfer,38.66,1201.2,DSL,No,Yes,No,0
CF-11890,Male,0,13,Two year,Electronic check,71.96,879.97,Fiber optic,No,Yes,No,0
CF-11891,Female,0,17,Two year,Bank transfer,40.26,675.0,DSL,No,No,Yes,0
CF-11892,Female,0,64,Two year,Credit card,93.83,5396.85,Fiber optic,Yes,No,No,0
CF-11893,Female,0,51,Two year,Electronic check,93.74,4934.1,Fiber optic,Yes,Yes,No,0
CF-11894,Male,0,9,Month-to-month,Mailed check,49.91,429.42,No,Yes,Yes,No,0
CF-11895,Female,0,62,Month-to-month,Credit card,71.13,4465.52,Fiber optic,No,No,Yes,1
CF-11896,Male,0,41,Month-to-month,Bank transfer,37.38,1598.84,No,No,No,Yes,0
CF-11897,Female,0,63,Month-to-month,Bank transfer,99.32,6317.68,Fiber optic,Yes,Yes,Yes,0
CF-11898,Male,0,54,Month-to-month,Bank transfer,75.91,4254.69,Fiber optic,No,No,Yes,1
CF-11899,Male,0,24,Month-to-month,Mailed check,89.26,1855.18,Fiber optic,Yes,No,Yes,1
CF-11900,Female,0,39,Two year,Mailed check,96.17,3602.21,Fiber optic,Yes,Yes,Yes,0
CF-11901,Female,1,38,Month-to-month,Bank transfer,46.47,1865.07,DSL,No,No,Yes,0
CF-11902,Female,0,52,Two year,Bank transfer,76.77,4074.09,Fiber optic,No,No,No,0
CF-11903,Male,1,18,One year,Bank transfer,41.35,819.41,DSL,No,No,No,0
CF-11904,Female,0,24,One year,Mailed check,18.0,471.86,No,No,No,No,0
CF-11905,Female,0,17,One year,Credit card,85.63,1467.32,Fiber optic,Yes,No,Yes,0
CF-11906,Male,0,21,Month-to-month,Electronic check,71.61,1466.04,Fiber optic,No,No,Yes,1
CF-11907,Female,1,11,One year,Electronic check,68.32,700.79,Fiber optic,No,Yes,Yes,0
CF-11908,Male,0,2,Month-to-month,Mailed check,50.8,97.68,DSL,No,No,No,1
CF-11909,Male,0,68,Two year,Electronic check,40.94,2687.89,DSL,Yes,Yes,Yes,0
CF-11910,Male,0,5,Month-to-month,Bank transfer,85.25,406.82,Fiber optic,No,Yes,No,1
CF-11911,Male,0,64,Month-to-month,Electronic check,58.35,3491.29,DSL,Yes,No,Yes,0
CF-11912,Male,0,0,One year,Bank transfer,50.4,51.11,DSL,Yes,No,Yes,0
CF-11913,Female,0,56,One year,Mailed check,77.43,4734.13,Fiber optic,No,No,Yes,0
CF-11914,Male,0,23,Month-to-month,Electronic check,67.29,1618.86,Fiber optic,No,No,Yes,0
CF-11915,Female,1,37,One year,Electronic check,29.75,1068.45,No,No,No,Yes,0
CF-11916,Female,0,20,Month-to-month,Mailed check,79.69,1674.83,Fiber optic,No,Yes,No,0
CF-11917,Female,1,35,One year,Bank transfer,87.36,3090.62,Fiber optic,Yes,No,Yes,0
CF-11918,Female,1,32,Month-to-month,Mailed check,82.52,2607.78,Fiber optic,No,No,Yes,1
CF-11919,Female,0,38,Month-to-month,Electronic check,48.22,1802.7,DSL,Yes,Yes,Yes,0
CF-11920,Female,1,28,Month-to-month,Electronic check,33.33,912.71,DSL,No,No,No,1
CF-11921,Male,0,39,Month-to-month,Electronic check,93.62,3757.3,Fiber optic,Yes,No,No,1
CF-11922,Female,0,60,Month-to-month,Electronic check,84.2,5043.82,Fiber optic,No,Yes,No,0
CF-11923,Female,0,31,Month-to-month,Credit card,42.18,1237.36,DSL,No,No,Yes,1
CF-11924,Male,0,26,Month-to-month,Electronic check,81.68,2003.46,Fiber optic,No,Yes,No,0
CF-11925,Female,0,9,Month-to-month,Electronic check,41.32,374.99,No,Yes,Yes,Yes,0
CF-11926,Male,0,26,Month-to-month,Credit card,95.25,2515.43,Fiber optic,Yes,Yes,No,0
CF-11927,Male,0,9,Month-to-month,Bank transfer,72.92,637.39,Fiber optic,No,Yes,No,0
CF-11928,Male,0,13,One year,Mailed check,18.0,215.77,No,Yes,Yes,Yes,0
CF-11929,Male,0,69,Two year,Bank transfer,35.15,2583.14,DSL,No,No,Yes,0
CF-11930,Female,0,6,Month-to-month,Credit card,82.19,518.94,Fiber optic,Yes,Yes,Yes,1
CF-11931,Female,0,35,Two year,Electronic check,36.16,1102.03,No,No,No,Yes,0
CF-11932,Male,1,60,Month-to-month,Electronic check,47.44,3046.72,DSL,Yes,No,Yes,0
CF-11933,Male,0,69,Month-to-month,Credit card,79.63,5370.63,Fiber optic,Yes,Yes,Yes,0
CF-11934,Female,0,10,One year,Bank transfer,18.0,180.25,No,No,Yes,Yes,0
CF-11935,Female,0,11,One year,Credit card,49.21,572.86,DSL,Yes,No,No,0
CF-11936,Male,1,27,Two year,Electronic check,84.9,2496.66,Fiber optic,Yes,No,Yes,0
CF-11937,Female,0,40,Month-to-month,Credit card,42.48,1784.45,DSL,Yes,No,No,0
CF-11938,Female,0,70,One year,Mailed check,94.76,6662.8,Fiber optic,Yes,Yes,Yes,0
CF-11939,Female,0,15,Month-to-month,Bank transfer,76.7,1044.03,Fiber optic,No,No,Yes,0
CF-11940,Female,0,12,Month-to-month,Credit card,52.31,545.13,No,Yes,No,Yes,1
CF-11941,Male,0,18,Month-to-month,Electronic check,43.44,815.3,DSL,Yes,No,No,1
CF-11942,Male,0,63,Two year,Electronic check,61.31,4134.92,DSL,No,Yes,Yes,0
CF-11943,Female,0,2,Month-to-month,Bank transfer,59.52,112.03,DSL,No,No,No,0
CF-11944,Female,0,27,Two year,Credit card,43.29,1138.22,DSL,No,Yes,No,0
CF-11945,Male,1,8,One year,Electronic check,81.44,623.22,Fiber optic,Yes,No,No,1
CF-11946,Female,0,11,One year,Credit card,18.0,189.08,No,No,No,Yes,1
CF-11947,Female,1,66,One year,Mailed check,45.81,3188.23,DSL,Yes,No,Yes,0
CF-11948,Male,0,0,Two year,Mailed check,53.99,54.16,DSL,Yes,Yes,No,0
CF-11949,Male,0,23,Month-to-month,Electronic check,47.19,1059.59,DSL,No,No,No,0
CF-11950,Female,0,66,Month-to-month,Credit card,63.58,4823.42,Fiber optic,No,Yes,No,1
CF-11951,Female,0,44,One year,Electronic check,98.64,3923.22,Fiber optic,No,No,No,0
CF-11952,Female,0,5,Month-to-month,Bank transfer,75.66,386.95,Fiber optic,No,No,Yes,1
CF-11953,Female,0,33,Month-to-month,Electronic check,85.59,2618.46,Fiber optic,Yes,No,No,0
CF-11954,Male,0,70,Month-to-month,Credit card,41.36,2838.9,DSL,No,No,No,0
CF-11955,Male,0,29,Month-to-month,Credit card,20.6,596.75,No,No,No,No,0
CF-11956,Female,0,38,Month-to-month,Electronic check,81.78,3234.05,Fiber optic,Yes,No,No,1
CF-11957,Female,1,38,Month-to-month,Electronic check,84.97,3145.97,Fiber optic,Yes,No,Yes,1
CF-11958,Male,0,48,Two year,Mailed check,53.87,2502.97,DSL,Yes,No,No,0
CF-11959,Male,0,13,Month-to-month,Mailed check,85.24,1078.48,Fiber optic,No,No,No,0
CF-11960,Male,0,61,Two year,Credit card,32.04,1808.25,No,Yes,No,Yes,0
CF-11961,Male,0,72,Two year,Mailed check,91.34,6760.22,Fiber optic,Yes,No,Yes,0
CF-11962,Male,1,10,Month-to-month,Mailed check,77.91,784.46,Fiber optic,No,Yes,Yes,1
CF-11963,Male,0,59,One year,Bank transfer,80.08,4800.84,Fiber optic,No,No,Yes,0
CF-11964,Female,1,59,One year,Mailed check,27.83,1618.7,No,Yes,Yes,No,0
CF-11965,Male,0,54,One year,Electronic check,87.03,4598.24,Fiber optic,No,Yes,Yes,0
CF-11966,Female,0,27,Month-to-month,Electronic check,49.9,1428.86,DSL,No,No,No,0
CF-11967,Female,0,34,Month-to-month,Electronic check,76.58,2737.31,Fiber optic,No,Yes,Yes,0
CF-11968,Male,0,61,Month-to-month,Bank transfer,83.31,5462.48,Fiber optic,Yes,No,No,0
CF-11969,Male,0,11,One year,Electronic check,29.02,323.16,No,Yes,No,No,1
CF-11970,Female,0,60,Two year,Mailed check,78.27,5030.38,Fiber optic,No,Yes,No,0
CF-11971,Male,1,67,One year,Electronic check,84.49,5462.9,Fiber optic,Yes,Yes,Yes,1
CF-11972,Female,0,49,One year,Bank transfer,41.97,2011.18,DSL,No,Yes,No,0
CF-11973,Male,0,24,Two year,Electronic check,36.88,939.74,No,Yes,Yes,Yes,0
CF-11974,Female,0,40,One year,Mailed check,85.45,3556.79,Fiber optic,No,No,No,1
CF-11975,Male,0,3,Month-to-month,Electronic check,94.05,274.41,Fiber optic,No,No,Yes,0
CF-11976,Female,0,68,Two year,Electronic check,18.0,1134.92,No,No,No,Yes,0
CF-11977,Male,0,24,Month-to-month,Electronic check,53.0,1243.71,DSL,No,Yes,No,0
CF-11978,Female,0,4,Month-to-month,Mailed check,18.0,68.32,No,No,No,Yes,1
CF-11979,Male,0,57,Month-to-month,Bank transfer,54.46,3394.37,DSL,No,Yes,Yes,0
CF-11980,Female,0,48,Two year,Electronic check,40.89,2032.6,DSL,Yes,No,Yes,0
CF-11981,Female,1,45,Month-to-month,Bank transfer,69.14,2937.21,Fiber optic,No,No,Yes,0
CF-11982,Male,0,3,Month-to-month,Bank transfer,80.99,225.31,Fiber optic,No,Yes,No,0
CF-11983,Female,1,54,Month-to-month,Mailed check,41.41,2109.35,DSL,No,No,No,0
CF-11984,Male,0,46,Month-to-month,Bank transfer,40.17,1767.39,DSL,No,No,Yes,0
CF-11985,Female,0,57,Month-to-month,Electronic check,25.64,1432.25,No,Yes,Yes,No,0
CF-11986,Male,1,60,One year,Bank transfer,53.57,3397.0,DSL,No,No,No,0
CF-11987,Female,0,15,Two year,Bank transfer,69.6,973.02,Fiber optic,No,No,No,0
CF-11988,Female,0,15,Month-to-month,Bank transfer,46.51,786.51,DSL,No,Yes,Yes,1
CF-11989,Male,0,67,Month-to-month,Electronic check,43.59,2726.03,DSL,No,Yes,Yes,1
CF-11990,Male,0,38,Month-to-month,Bank transfer,85.38,2937.7,Fiber optic,No,No,Yes,0
CF-11991,Female,0,31,Month-to-month,Electronic check,54.63,1848.15,DSL,No,No,No,0
CF-11992,Female,0,20,One year,Mailed check,37.48,801.53,DSL,Yes,No,No,0
CF-11993,Female,1,46,One year,Electronic check,87.41,3936.66,Fiber optic,No,No,No,1
CF-11994,Male,0,55,One year,Electronic check,48.5,2701.86,DSL,Yes,No,Yes,0
CF-11995,Male,0,0,Month-to-month,Bank transfer,56.13,56.94,DSL,Yes,Yes,No,0
CF-11996,Female,0,40,One year,Credit card,21.55,860.45,No,Yes,Yes,Yes,0
CF-11997,Male,0,72,Month-to-month,Electronic check,81.34,5342.35,Fiber optic,No,Yes,No,0
CF-11998,Male,0,20,Month-to-month,Mailed check,76.96,1294.59,DSL,Yes,No,Yes,1
CF-11999,Male,0,20,Two year,Bank transfer,48.14,904.37,DSL,No,No,No,0
CF-12000,Female,0,64,One year,Credit card,42.86,3014.52,DSL,No,No,No,1
CF-12001,Female,0,4,Two year,Bank transfer,75.91,334.41,Fiber optic,No,Yes,Yes,0
CF-12002,Male,0,29,Two year,Electronic check,18.0,508.58,No,Yes,No,No,0
CF-12003,Female,0,33,One year,Electronic check,43.04,1324.48,No,Yes,No,No,0
CF-12004,Female,0,58,Two year,Bank transfer,49.82,2908.88,DSL,No,Yes,Yes,0
CF-12005,Female,0,9,Month-to-month,Electronic check,37.56,343.56,DSL,No,Yes,Yes,1
CF-12006,Female,0,31,Month-to-month,Credit card,68.85,2189.94,Fiber optic,No,No,No,1
CF-12007,Female,0,11,Month-to-month,Credit card,47.14,434.73,DSL,No,No,Yes,0
CF-12008,Female,0,57,Month-to-month,Credit card,86.39,5807.96,Fiber optic,No,No,Yes,1
CF-12009,Female,0,46,Month-to-month,Electronic check,36.64,1783.11,DSL,No,Yes,No,1
CF-12010,Female,1,36,Month-to-month,Bank transfer,88.02,3099.41,Fiber optic,No,No,Yes,0
CF-12011,Male,0,28,One year,Bank transfer,46.18,1224.37,DSL,No,Yes,No,0
CF-12012,Male,0,11,Two year,Electronic check,69.63,803.64,Fiber optic,No,Yes,No,1
CF-12013,Female,1,67,One year,Electronic check,49.79,3401.73,DSL,Yes,No,Yes,0
CF-12014,Male,1,47,Month-to-month,Electronic check,69.74,3263.12,DSL,Yes,Yes,No,1
CF-12015,Female,0,23,One year,Mailed check,72.51,1696.92,Fiber optic,Yes,No,Yes,0
CF-12016,Male,0,30,Month-to-month,Credit card,40.41,1191.98,DSL,No,No,Yes,0
CF-12017,Male,0,53,Month-to-month,Credit card,31.57,1696.82,No,No,Yes,No,0
CF-12018,Female,0,52,Month-to-month,Electronic check,55.95,3007.1,DSL,Yes,Yes,No,0
CF-12019,Female,0,33,Month-to-month,Mailed check,70.88,2363.83,Fiber optic,No,No,Yes,0
CF-12020,Male,1,22,Month-to-month,Electronic check,62.68,1389.24,DSL,Yes,Yes,No,0
CF-12021,Female,0,48,Two year,Electronic check,94.11,4849.62,Fiber optic,Yes,Yes,No,0
CF-12022,Male,0,48,One year,Electronic check,49.98,2145.16,DSL,No,Yes,Yes,0
CF-12023,Female,0,43,One year,Bank transfer,48.49,1964.4,DSL,Yes,Yes,Yes,0
CF-12024,Male,0,5,Month-to-month,Bank transfer,80.88,401.0,Fiber optic,Yes,No,Yes,1
CF-12025,Female,0,34,Two year,Credit card,49.56,1594.4,DSL,No,No,No,1
CF-12026,Female,0,44,One year,Credit card,42.19,1793.69,DSL,Yes,Yes,Yes,0
CF-12027,Male,0,69,Month-to-month,Electronic check,58.95,4341.15,DSL,No,No,Yes,0
CF-12028,Male,0,38,One year,Bank transfer,93.3,3478.26,Fiber optic,No,Yes,Yes,0
CF-12029,Female,0,25,Month-to-month,Electronic check,75.88,1669.83,Fiber optic,No,No,No,0
CF-12030,Female,0,40,Month-to-month,Mailed check,81.2,3133.02,Fiber optic,No,Yes,Yes,0
CF-12031,Female,0,12,Month-to-month,Mailed check,95.67,1140.56,Fiber optic,Yes,No,Yes,1
CF-12032,Male,1,6,Month-to-month,Electronic check,95.6,569.23,Fiber optic,No,Yes,Yes,1
CF-12033,Male,0,49,Month-to-month,Electronic check,99.01,4964.83,Fiber optic,Yes,No,Yes,0
CF-12034,Male,0,71,Month-to-month,Electronic check,69.38,5016.93,Fiber optic,Yes,Yes,Yes,0
CF-12035,Male,0,61,Month-to-month,Electronic check,44.16,2644.38,DSL,No,No,No,1
CF-12036,Female,1,42,Two year,Credit card,89.51,3452.72,Fiber optic,Yes,Yes,No,0
CF-12037,Female,0,2,Month-to-month,Electronic check,42.55,82.0,DSL,No,No,Yes,1
CF-12038,Male,0,72,Month-to-month,Mailed check,101.04,6930.29,Fiber optic,Yes,No,No,1
CF-12039,Male,0,32,Month-to-month,Credit card,61.66,1919.64,DSL,No,Yes,Yes,0
CF-12040,Female,0,21,Two year,Mailed check,77.66,1682.18,Fiber optic,Yes,Yes,No,1
CF-12041,Female,0,65,One year,Mailed check,52.54,3463.75,DSL,Yes,Yes,Yes,0
CF-12042,Female,0,54,Two year,Credit card,40.25,2259.22,DSL,No,No,No,0
CF-12043,Female,1,54,Month-to-month,Electronic check,76.24,3980.92,Fiber optic,No,No,No,1
CF-12044,Male,1,20,Month-to-month,Electronic check,44.97,971.8,DSL,No,No,No,1
CF-12045,Male,0,72,One year,Mailed check,93.59,6943.13,Fiber optic,Yes,Yes,Yes,0
CF-12046,Male,0,33,Month-to-month,Mailed check,39.0,1282.8,DSL,No,No,Yes,0
CF-12047,Female,0,38,Two year,Credit card,54.45,2123.31,Fiber optic,No,Yes,No,0
CF-12048,Female,0,54,Two year,Electronic check,63.56,3258.76,Fiber optic,No,Yes,Yes,0
CF-12049,Female,0,48,Month-to-month,Bank transfer,68.75,2849.47,Fiber optic,No,Yes,Yes,1
CF-12050,Male,0,12,Two year,Bank transfer,24.1,275.78,No,Yes,No,Yes,0
CF-12051,Male,0,22,One year,Credit card,48.68,1108.28,DSL,No,No,Yes,0
CF-12052,Female,0,26,Month-to-month,Electronic check,37.28,964.25,DSL,No,No,Yes,1
CF-12053,Female,0,69,Month-to-month,Electronic check,67.1,4545.59,Fiber optic,No,Yes,Yes,1
CF-12054,Male,0,52,Month-to-month,Credit card,69.63,3400.36,Fiber optic,No,Yes,No,1
CF-12055,Female,0,26,Two year,Bank transfer,67.96,1541.94,Fiber optic,No,No,Yes,0
CF-12056,Female,0,53,Month-to-month,Electronic check,18.01,1026.59,No,No,No,Yes,1
CF-12057,Female,0,53,Month-to-month,Electronic check,48.62,2518.95,DSL,Yes,Yes,Yes,0
CF-12058,Female,0,28,One year,Bank transfer,84.2,2273.26,Fiber optic,No,Yes,No,0
CF-12059,Male,0,29,Month-to-month,Mailed check,38.09,1049.05,DSL,No,No,Yes,1
CF-12060,Male,0,65,Month-to-month,Mailed check,74.78,5177.96,Fiber optic,No,No,No,0
CF-12061,Female,0,41,One year,Credit card,80.09,3424.5,Fiber optic,Yes,No,No,0
CF-12062,Male,0,10,Month-to-month,Electronic check,54.28,505.87,DSL,No,Yes,No,1
CF-12063,Male,1,52,Month-to-month,Electronic check,76.61,4222.24,Fiber optic,No,No,Yes,1
CF-12064,Male,1,43,Month-to-month,Bank transfer,87.46,3690.44,Fiber optic,No,Yes,No,1
CF-12065,Female,0,37,Month-to-month,Credit card,43.63,1539.03,DSL,Yes,No,Yes,0
CF-12066,Female,0,52,Month-to-month,Electronic check,84.56,4275.69,Fiber optic,Yes,Yes,Yes,1
CF-12067,Male,1,66,One year,Bank transfer,24.82,1544.75,No,Yes,Yes,Yes,0
CF-12068,Male,0,24,Two year,Electronic check,42.97,939.24,DSL,Yes,No,No,0
CF-12069,Female,0,30,Month-to-month,Electronic check,22.39,696.26,No,No,Yes,Yes,1
CF-12070,Female,0,13,Two year,Credit card,69.6,883.77,DSL,Yes,Yes,Yes,0
CF-12071,Female,1,47,One year,Electronic check,18.0,868.87,No,No,No,No,1
CF-12072,Male,0,29,One year,Electronic check,83.85,2449.24,Fiber optic,Yes,No,Yes,0
CF-12073,Female,0,24,One year,Bank transfer,35.19,863.91,DSL,No,No,Yes,0
CF-12074,Female,1,50,One year,Mailed check,33.87,1468.67,DSL,No,Yes,No,0
CF-12075,Female,0,29,Two year,Mailed check,18.0,489.63,No,No,Yes,No,0
CF-12076,Male,0,33,Month-to-month,Credit card,80.95,2735.89,Fiber optic,Yes,No,No,0
CF-12077,Female,1,32,Month-to-month,Electronic check,50.35,1471.85,DSL,Yes,Yes,Yes,0
CF-12078,Male,0,18,Month-to-month,Bank transfer,44.97,819.48,DSL,No,Yes,Yes,0
CF-12079,Female,0,9,Month-to-month,Electronic check,63.17,515.41,Fiber optic,No,No,Yes,1
CF-12080,Female,1,60,One year,Electronic check,24.37,1449.02,No,Yes,No,No,0
CF-12081,Male,0,6,Month-to-month,Bank transfer,82.52,538.0,Fiber optic,No,Yes,Yes,0
CF-12082,Male,0,23,Month-to-month,Electronic check,72.78,1735.0,Fiber optic,Yes,No,Yes,1
CF-12083,Male,0,48,Month-to-month,Credit card,43.8,1847.92,DSL,No,No,Yes,1
CF-12084,Female,1,9,Month-to-month,Credit card,87.64,821.02,Fiber optic,Yes,Yes,Yes,1
CF-12085,Female,1,47,One year,Credit card,70.96,3666.41,Fiber optic,No,No,Yes,0
CF-12086,Male,0,53,One year,Electronic check,81.07,4974.82,Fiber optic,No,Yes,Yes,0
CF-12087,Male,0,48,Month-to-month,Electronic check,71.31,3486.22,Fiber optic,Yes,Yes,Yes,1
CF-12088,Male,0,22,Month-to-month,Credit card,55.0,1098.84,DSL,No,No,Yes,0
CF-12089,Male,0,1,Month-to-month,Mailed check,33.29,33.83,No,Yes,No,Yes,0
CF-12090,Female,0,64,Month-to-month,Bank transfer,54.5,3787.14,DSL,Yes,Yes,Yes,1
CF-12091,Male,0,23,One year,Credit card,95.12,2141.32,Fiber optic,Yes,No,Yes,0
CF-12092,Male,1,58,One year,Electronic check,51.04,3115.99,DSL,Yes,No,No,0
CF-12093,Female,0,14,Month-to-month,Electronic check,18.0,236.79,No,No,Yes,Yes,1
CF-12094,Female,0,11,Month-to-month,Bank transfer,66.35,738.86,DSL,Yes,No,Yes,1
CF-12095,Female,0,56,Two year,Bank transfer,94.57,4451.88,Fiber optic,No,No,Yes,0
CF-12096,Female,0,68,One year,Electronic check,78.76,4996.74,Fiber optic,Yes,Yes,Yes,0
CF-12097,Male,0,62,Month-to-month,Bank transfer,21.98,1348.63,No,No,No,Yes,0
CF-12098,Female,1,54,Month-to-month,Credit card,32.41,1694.48,No,No,No,Yes,0
CF-12099,Male,1,18,Month-to-month,Mailed check,77.3,1268.91,Fiber optic,No,No,Yes,1
CF-12100,Female,0,66,Two year,Electronic check,59.35,3760.5,DSL,Yes,Yes,No,0
CF-12101,Male,0,48,Month-to-month,Bank transfer,92.02,4460.15,Fiber optic,Yes,Yes,No,1
CF-12102,Male,0,12,Month-to-month,Bank transfer,72.94,862.0,Fiber optic,No,Yes,Yes,1
CF-12103,Male,0,9,Two year,Credit card,50.77,454.03,DSL,No,No,Yes,0
CF-12104,Female,0,63,One year,Electronic check,46.94,3057.52,DSL,No,No,No,0
CF-12105,Male,0,20,Month-to-month,Credit card,74.05,1435.7,Fiber optic,Yes,No,Yes,0
